project_id,technology,original_dataset_id,load_area,capacity_limit,capacity_limit_conversion,connect_cost_per_mw,location_id
4315,Central_PV,4344,WY_NE,30.7884711212463,44.8490683656711,16911.0634890523,8704
4324,Central_PV,4369,WY_NE,33.1891048195305,44.8817028840868,10485.2655476938,8705
19520,CSP_Trough_No_Storage,4369,WY_NE,33.1891048195305,49.7651384595594,10485.2655476938,8705
11922,CSP_Trough_6h_Storage,4369,WY_NE,33.1891048195305,29.8659534500196,10485.2655476938,8705
4235,Central_PV,4182,WY_SE,12.9657896190147,44.8197140665236,32962.2764845767,8711
11885,CSP_Trough_6h_Storage,4287,WY_SE,76.0267165175743,30.4014384402308,18180.1663135608,8706
19483,CSP_Trough_No_Storage,4287,WY_SE,76.0267165175743,50.313965327327,18180.1663135608,8706
4287,Central_PV,4287,WY_SE,76.0267165175743,44.7950036498727,18180.1663135608,8706
4443,Central_PV,4739,MT_SE,14.9543165615501,45.28323222103,5571.45775962676,8707
12041,CSP_Trough_6h_Storage,4739,MT_SE,14.9543165615501,28.831256930301,5571.45775962676,8707
19639,CSP_Trough_No_Storage,4739,MT_SE,14.9543165615501,48.5540482980578,5571.45775962676,8707
19725,CSP_Trough_No_Storage,4976,MT_SE,11.8547436977844,48.4852082103472,6983.75006344748,8708
12127,CSP_Trough_6h_Storage,4976,MT_SE,11.8547436977844,29.2414388621283,6983.75006344748,8708
4529,Central_PV,4976,MT_SE,11.8547436977844,45.4119872639485,6983.75006344748,8708
3236,Wind,390,NM_S_TX_EPE,90,1,1507.75293773219,8709
7519,Central_PV,15718,NM_S_TX_EPE,1.46257427301025,41.6265890021459,13279.7064505938,8710
15117,CSP_Trough_6h_Storage,15718,NM_S_TX_EPE,1.46257427301025,31.9645844735922,13279.7064505938,8710
22715,CSP_Trough_No_Storage,15718,NM_S_TX_EPE,1.46257427301025,51.8385589518088,13279.7064505938,8710
19431,CSP_Trough_No_Storage,4182,WY_SE,12.9657896190147,49.4847458057622,32962.2764845767,8711
2482,Wind,3774,NM_N,30,1,60814.0505696341,8792
11833,CSP_Trough_6h_Storage,4182,WY_SE,12.9657896190147,29.8430888105366,32962.2764845767,8711
19682,CSP_Trough_No_Storage,4855,MT_SE,12.5098030548935,49.0621770402857,1184.18628016448,8712
4486,Central_PV,4855,MT_SE,12.5098030548935,45.3347342381974,1184.18628016448,8712
12084,CSP_Trough_6h_Storage,4855,MT_SE,12.5098030548935,29.5190022244081,1184.18628016448,8712
2983,Wind,3957,CO_SW,30,1,24962.8038717308,8713
2974,Wind,451,CO_SW,60,1,28623.8233642036,8714
1020,Wind,1490,CO_NW,60,1,12425.2590599468,8715
500,Wind,2505,WY_SE,30,1,12491.4793979963,8716
19760,CSP_Trough_No_Storage,5079,MT_SE,14.1605583343735,49.0394853589477,32270.3449986347,8717
4564,Central_PV,5079,MT_SE,14.1605583343735,45.4752870606787,32270.3449986347,8717
12162,CSP_Trough_6h_Storage,5079,MT_SE,14.1605583343735,29.5916526904201,32270.3449986347,8717
12200,CSP_Trough_6h_Storage,5212,MT_SE,319.388411687103,29.1297954734354,42003.8020063816,8718
9695,Central_PV,19373,WY_SE,3.16214494168091,44.4334489377682,16337.3212486931,8724
17293,CSP_Trough_6h_Storage,19373,WY_SE,3.16214494168091,31.5978852850393,16337.3212486931,8724
14346,CSP_Trough_6h_Storage,13260,WY_SE,1.2629737076416,31.5978852850393,19801.7921479161,8725
19798,CSP_Trough_No_Storage,5212,MT_SE,319.388411687103,48.4105128331357,42003.8020063816,8718
4602,Central_PV,5212,MT_SE,319.388411687103,45.5186717668109,42003.8020063816,8718
21909,CSP_Trough_No_Storage,13224,WY_SE,8.26487646853638,53.5215689951423,24387.1675782723,8719
6713,Central_PV,13224,WY_SE,8.26487646853638,44.3561959120172,24387.1675782723,8719
14311,CSP_Trough_6h_Storage,13224,WY_SE,8.26487646853638,31.9645844735922,24387.1675782723,8719
14345,CSP_Trough_6h_Storage,13259,WY_SE,5.68641508133697,31.5978852850393,16636.643336185,8720
21943,CSP_Trough_No_Storage,13259,WY_SE,5.68641508133697,52.8353654146151,16636.643336185,8720
6747,Central_PV,13259,WY_SE,5.68641508133697,44.4591999463519,16636.643336185,8720
2987,Wind,476,CO_SW,60,1,3314.89626314216,8721
2957,Wind,435,CO_SW,990,1,37939.742038459,8722
505,Wind,1751,WY_SE,60,1,8138.91170072646,8723
24891,CSP_Trough_No_Storage,19373,WY_SE,3.16214494168091,52.4987933350295,16337.3212486931,8724
18083,CSP_Trough_6h_Storage,21951,NM_S_TX_EPE,9.5253239720459,32.8543357334941,7783.40644698851,8728
25681,CSP_Trough_No_Storage,21951,NM_S_TX_EPE,9.5253239720459,52.1665814813133,7783.40644698851,8728
25680,CSP_Trough_No_Storage,21950,NM_S_TX_EPE,53.4600485925293,52.1665814813133,12434.4773004358,8729
18082,CSP_Trough_6h_Storage,21950,NM_S_TX_EPE,53.4600485925293,32.8543357334941,12434.4773004358,8729
10484,Central_PV,21950,NM_S_TX_EPE,53.4600485925293,41.5750869849785,12434.4773004358,8729
7518,Central_PV,15717,NM_S_TX_EPE,30.7320423134155,41.6008379935622,15343.5736782836,8730
15116,CSP_Trough_6h_Storage,15717,NM_S_TX_EPE,30.7320423134155,32.8543357334941,15343.5736782836,8730
22714,CSP_Trough_No_Storage,15717,NM_S_TX_EPE,30.7320423134155,52.4987933350295,15343.5736782836,8730
6638,Central_PV,13149,WY_SE,11.5060943699951,44.2560522969004,4305.828028237,8731
14236,CSP_Trough_6h_Storage,13149,WY_SE,11.5060943699951,31.8414182204863,4305.828028237,8731
21834,CSP_Trough_No_Storage,13149,WY_SE,11.5060943699951,53.4832056488232,4305.828028237,8731
