ampl.tab 4 1
project_id	la_id	technology	hour	capacity_factor
160	S18	Hydro_RoR	2012010814	0
150	S18	Hydro_RoR	2012010814	0
162	S18	Hydro_RoR	2012010814	0
163	S18	Hydro_RoR	2012010814	0
110	1	Hydro_RoR	2012010814	0
164	S18	Hydro_RoR	2012010814	0
168	S18	Hydro_RoR	2012010814	0.539216
143	S18	Hydro_RoR	2012010814	0.539216
149	S18	Hydro_RoR	2012010814	0.539216
151	S18	Hydro_RoR	2012010814	0.291829
147	S18	Hydro_RoR	2012010814	0.291829
145	S18	Hydro_RoR	2012010814	0.291829
158	S18	Hydro_RoR	2012010814	0.291829
161	S18	Hydro_RoR	2012010814	0.291829
166	S18	Hydro_RoR	2012010814	0.291829
156	S18	Hydro_RoR	2012010814	0.291829
154	S18	Hydro_RoR	2012010814	0.291829
153	S18	Hydro_RoR	2012010814	0.291829
152	S18	Hydro_RoR	2012010814	0.291829
118	S1	Hydro_RoR	2012010814	0.459641
190	S8	Hydro_RoR	2012010814	0.975
192	S8	Hydro_RoR	2012010814	0.975
187	S8	Hydro_RoR	2012010814	0.975
186	S8	Hydro_RoR	2012010814	0.975
177	S7	Hydro_RoR	2012010814	0
219	S22	CSP_Trough_6h_Storage	2012010814	1
218	S21	CSP_Trough_6h_Storage	2012010814	1
217	S20	CSP_Trough_6h_Storage	2012010814	1
216	S20	CSP_Trough_6h_Storage	2012010814	1
215	S19	CSP_Trough_6h_Storage	2012010814	1
214	S19	CSP_Trough_6h_Storage	2012010814	1
213	S17	CSP_Trough_6h_Storage	2012010814	1
212	S17	CSP_Trough_6h_Storage	2012010814	1
210	S22	CSP_Trough_No_Storage	2012010814	0.968184
209	S21	CSP_Trough_No_Storage	2012010814	0.97091
208	S20	CSP_Trough_No_Storage	2012010814	0.980303
207	S20	CSP_Trough_No_Storage	2012010814	0.949657
206	S19	CSP_Trough_No_Storage	2012010814	0.970618
205	S19	CSP_Trough_No_Storage	2012010814	0.943798
204	S17	CSP_Trough_No_Storage	2012010814	0.97098
203	S17	CSP_Trough_No_Storage	2012010814	0.959784
42	S22	Central_PV	2012010814	0.652745
41	S21	Central_PV	2012010814	0.64766
40	S20	Central_PV	2012010814	0.710285
39	S20	Central_PV	2012010814	0.64946
38	S19	Central_PV	2012010814	0.65979
37	S19	Central_PV	2012010814	0.627695
36	S17	Central_PV	2012010814	0.69209
35	S17	Central_PV	2012010814	0.67897
34	S7	Wind	2012010814	0.198088
33	S7	Wind	2012010814	0.981803
32	S5	Wind	2012010814	0.611845
31	S5	Wind	2012010814	0.662133
29	S22	Wind	2012010814	1
25	S21	Wind	2012010814	0.133977
23	S21	Wind	2012010814	0.326767
22	S20	Wind	2012010814	0.0546335
21	S20	Wind	2012010814	0.215224
20	S20	Wind	2012010814	0.686252
19	S20	Wind	2012010814	0.277173
16	S20	Wind	2012010814	0.683373
15	S20	Wind	2012010814	0.977643
12	S17	Wind	2012010814	0.41455
11	S17	Wind	2012010814	0.345567
8	S17	Wind	2012010814	0.337258
7	S17	Wind	2012010814	0.195793
6	S17	Wind	2012010814	0.268863
4	S15	Wind	2012010814	0.173801
3	S15	Wind	2012010814	0.414382
2	S15	Wind	2012010814	0.166939
1	S14	Wind	2012010814	0.296656
172	S4	Hydro_RoR	2012010818	0.467742
173	S4	Hydro_RoR	2012010818	0.467742
176	S4	Hydro_RoR	2012010818	0.467742
180	S8	Hydro_RoR	2012010818	0
181	S8	Hydro_RoR	2012010818	0
188	S8	Hydro_RoR	2012010818	0
174	S4	Hydro_RoR	2012010818	0.675
175	S4	Hydro_RoR	2012010818	0.675
185	S8	Hydro_RoR	2012010818	0.866839
125	S1	Hydro_RoR	2012010818	0.267857
137	S1	Hydro_RoR	2012010818	0.267857
124	S1	Hydro_RoR	2012010818	0.267857
128	S1	Hydro_RoR	2012010818	0.267857
135	S1	Hydro_RoR	2012010818	0.267857
132	S1	Hydro_RoR	2012010818	0.267857
122	S1	Hydro_RoR	2012010818	0.267857
138	S11	Hydro_RoR	2012010818	0.957895
171	S4	Hydro_RoR	2012010818	1
191	S8	Hydro_RoR	2012010818	0.55
183	S8	Hydro_RoR	2012010818	0.55
178	S7	Hydro_RoR	2012010818	0.373333
141	S15	Hydro_RoR	2012010818	0.373333
129	S1	Hydro_RoR	2012010818	0.480226
133	S1	Hydro_RoR	2012010818	0.480226
134	S1	Hydro_RoR	2012010818	0.480226
115	S1	Hydro_RoR	2012010818	0.480226
114	S1	Hydro_RoR	2012010818	0.480226
123	S1	Hydro_RoR	2012010818	0.480226
126	S1	Hydro_RoR	2012010818	0.480226
127	S1	Hydro_RoR	2012010818	0.480226
117	S1	Hydro_RoR	2012010818	0.480226
119	S1	Hydro_RoR	2012010818	0.242105
193	S8	Hydro_RoR	2012010818	0.242105
189	S8	Hydro_RoR	2012010818	0.242105
182	S8	Hydro_RoR	2012010818	1
179	S8	Hydro_RoR	2012010818	1
184	S8	Hydro_RoR	2012010818	1
136	S1	Hydro_RoR	2012010818	0.5
131	S1	Hydro_RoR	2012010818	0.5
121	S1	Hydro_RoR	2012010818	0.5
120	S1	Hydro_RoR	2012010818	0.5
130	S1	Hydro_RoR	2012010818	0.5
116	S1	Hydro_RoR	2012010818	0.46551
113	S1	Hydro_RoR	2012010818	0.46551
169	S18	Hydro_RoR	2012010818	0
167	S18	Hydro_RoR	2012010818	0
165	S18	Hydro_RoR	2012010818	0
146	S18	Hydro_RoR	2012010818	0
170	S18	Hydro_RoR	2012010818	0
112	1	Hydro_RoR	2012010818	0
111	1	Hydro_RoR	2012010818	0
144	S18	Hydro_RoR	2012010818	0
142	S18	Hydro_RoR	2012010818	0
157	S18	Hydro_RoR	2012010818	0
140	S12	Hydro_RoR	2012010818	0
139	S12	Hydro_RoR	2012010818	0
148	S18	Hydro_RoR	2012010818	0
159	S18	Hydro_RoR	2012010818	0
155	S18	Hydro_RoR	2012010818	0
160	S18	Hydro_RoR	2012010818	0
150	S18	Hydro_RoR	2012010818	0
162	S18	Hydro_RoR	2012010818	0
163	S18	Hydro_RoR	2012010818	0
110	1	Hydro_RoR	2012010818	0
164	S18	Hydro_RoR	2012010818	0
168	S18	Hydro_RoR	2012010818	0.539216
143	S18	Hydro_RoR	2012010818	0.539216
149	S18	Hydro_RoR	2012010818	0.539216
151	S18	Hydro_RoR	2012010818	0.585603
147	S18	Hydro_RoR	2012010818	0.585603
145	S18	Hydro_RoR	2012010818	0.585603
158	S18	Hydro_RoR	2012010818	0.585603
161	S18	Hydro_RoR	2012010818	0.585603
166	S18	Hydro_RoR	2012010818	0.585603
156	S18	Hydro_RoR	2012010818	0.585603
154	S18	Hydro_RoR	2012010818	0.585603
153	S18	Hydro_RoR	2012010818	0.585603
152	S18	Hydro_RoR	2012010818	0.585603
118	S1	Hydro_RoR	2012010818	0.454036
190	S8	Hydro_RoR	2012010818	0.975
